43  451  27 480  36 22
43  194  38 391  46 47
43  317 108 466 116 46
43  116 143 168 151 12
43   38 176 139 184 48
43  199 176 332 184 16
43  157 241 442 249 50
43  478 264 540 272 52
44  319  29 428  37 21
44  311  39 582  47 32
44  287  49 469  57 45
44  322  87 480  95 42
45  145  39 434  47 50
45  223  66 426  74 47
45  438  66 572  74 16
45  277  88 386  96 21
45  438  88 537  96 15
45  490 111 517 120 22
45  238 156 292 164 12
45  375 156 507 164 51
45  118 184 390 192 32
45  262 195 493 203 72
46  191  26 220  36 22
46  479  26 508  36 18
46  464  55 556  63 15
46  252  77 305  85 12
46  419  77 483  85 7
46   93 129 202 137 21
47  369  54 559  62 42
47  336  65 479  73 42
47  438  82 564  90 21
47  231  92 262 102 22
47   68 127 256 135 16
47  427 127 546 135 12
47  384 138 589 146 32
47   17 149  77 157 32
47  234 160 464 168 72
47  432 220 574 228 46
47  386 238 567 246 49
47  163 249 425 257 50
47  120 276 477 284 41
48  116  28 177  36 8
48  196  26 224  36 22
48  272  28 471  36 9
48  340  95 596 103 16
49  114  43 309  51 47
49  395  62 448  70 8
49  119  97 148 108 22
49  328  99 526 107 9
49  451 110 559 118 21
49  146 231 431 239 50
50   41  28  69  39 22
50  224  30 429  38 49
50  497  95 600 103 48
51  119  28 147  38 22
51  239  28 267  38 50
51  141  40 194  49 12
51  201  71 438  79 45
51   41  82 119  91 48
51   85 157 186 165 15
51  203 246 319 254 16
51   73 279 344 287 32
52  234  28 286  36 12
52  397  51 426  61 22
52   24  64 171  72 46
52  184 101 283 109 48
52  369 101 501 109 16
52  181 175 283 183 21
52   32 186 227 194 47
52  263 186 444 194 43
52  483 195 511 205 50
52  149 209 320 217 49
53  176  27 476  35 51
53  185  37 469  45 50
53  461  94 592 102 16
53  387 155 486 163 48
53   45 237  98 245 45
53  246 264 441 272 47
53  406 278 586 286 42
54  210  28 263  36 12
54  396  59 426  69 22
54   23  72 171  80 46
54  184 112 284 120 48
54  369 112 500 120 16
54  403 149 584 157 43
54  365 232 394 242 50
54  218 256 334 264 52
55   48  27 101  36 28
55  161  26 188  36 24
55  281  28 317  36 25
55  329  28 397  36 26
55  417  28 557  36 27
55  123  72 264  80 46
55  244 136 273 146 18
55  208 156 237 166 22
55   31 178 236 186 47
55  292 213 320 223 40
55  356 213 384 223 41
56   48  27 101  36 28
56  161  26 188  36 24
56  281  28 317  36 25
56  329  28 397  36 26
56  417  28 557  36 27
56   31 108 283 117 26
56  136 119 259 127 34
56   61 147  98 157 30
56  117 147 154 157 31
56  185 159 310 167 30
56   63 235 125 243 27
56  252 246 352 254 31
57  288  54 573  75 58
57  267 107 599 117 59
57  289 151 582 161 60
57  332 173 529 183 61
57  285 197 587 207 67
57  373 218 506 228 68
57  275 263 599 273 69
58  227  28 335  36 21
58   43  38 110  46 8
58  195  38 255  46 10
58  331  38 487  46 20
58  384  48 539  56 11
59  114  47 167  55 11
59  291  47 479  55 17
59  160  67 220  75 8
59  376  67 532  75 7
59  173  87 225  95 12
59  172 114 367 122 58
59  483 114 591 122 21
59   50 149 303 157 20
60  108  38 438  46 59
60  371  49 517  57 11
60  327  60 547  68 15
60  258  82 399  90 58
60  236  93 345 101 21
60  259 168 416 176 20
60  413 188 578 196 67
60  264 199 516 207 69
61  139  27 279  35 12
61   42  38 269  46 72
61   38 131 198 202 62
61  224 131 384 202 63
61  441 131 572 202 64
61   70 226 227 234 36
61  428 249 600 257 67
61  321 260 397 268 69
62   56  31 107  39 18
62  129  31 372  39 22
62  448  31 564  39 34
62   68  41 304  49 35
62  122  61 230  69 21
62  338  61 494  69 20
62  153 152 348 160 58
62  264 163 324 171 8
62  478 185 529 193 66
62   46 213 307 221 36
62  205 252 392 260 60
63  172  27 238  35 8
63  530  27 591  35 21
63  125  38 262  46 46
63  268  38 342  46 25
63  468  38 591  46 26
63  330  50 589  58 29
63  140  61 335  69 58
63  386  72 574  80 60
64   22  28  57  38 30
64   78  28 112  38 31
64  199  30 322  38 34
64  298  65 581  75 65
64  174 250 240 258 8
64  509 250 569 258 28
64  145 261 300 269 20
64  353 261 540 269 60
64  129 272 324 280 58
66   46  29 329  38 62
66  510  29 536  37 18
66   28  64 296  73 32
66  317  65 512  73 58
66  146  76 234  84 21
67  280  29 475  37 61
67  113  49 348  57 11
67  324  59 543  67 12
67  212 142 536 150 36
67  248 185 467 193 36
68  146  30 196  38 12
68  458  30 540  38 67
68  296  50 546  58 69
68   89  71 197  79 34
68  401  69 429  79 18
68  440  69 468  79 22
68  490  69 524  79 29
68   28  82 225  90 61
68   72 124 105 134 30
68  120 124 153 134 31
69  165  63 408  71 60
69  155 165 356 173 20
69  250 176 357 184 21
69  202 187 413 195 67
69  154 198 348 206 58
69   35 271 198 279 15
70  284  39 416  47 60
70  134 252 320 260 16
71  276  28 520  36 12
71  547 160 608 168 10
71  192 257 418 265 72
72   48  39 268  47 71
72  529 115 597 123 16
72  334 125 393 133 16
72  406 145 513 153 21
72  369 229 587 237 34
72  345 273 587 281 35

